year,month,day,hour,air_temp,dew_point,wind_speed
2009,1,26,15,-15.6,-21.1,26.0
2009,1,26,16,-13.9,-21.1,36.0
2009,1,26,17,-12.2,-20.0,36.0
2009,1,26,18,-11.7,-20.6,31.0
2009,1,26,19,-10.6,-20.0,36.0
2009,1,26,20,-10.0,-19.4,26.0
2009,1,26,21,-9.4,-20.0,36.0
2009,1,26,22,-10.0,-18.3,26.0
2009,1,26,23,-10.0,-18.3,21.0
2009,1,27,0,-10.6,-17.8,26.0
2009,1,27,1,-10.6,-17.8,26.0
2009,1,27,2,-10.6,-17.8,26.0
2009,1,27,3,-11.1,-16.7,31.0
2009,1,27,4,-12.8,-17.8,26.0
2009,1,27,5,-12.8,-18.3,15.0
2009,1,27,6,,,
2009,1,27,7,-13.3,-18.9,26.0
2009,1,27,8,-13.9,-20.0,21.0
2009,1,27,9,-15.0,-21.1,21.0
2009,1,27,10,-15.0,-21.7,21.0
2009,1,27,11,-15.6,-21.7,26.0
2009,1,27,12,-16.7,-22.2,21.0
2009,1,27,13,-16.7,-22.2,31.0
2009,1,27,14,-16.1,-22.2,15.0
2009,1,27,15,-15.6,-21.7,15.0
2009,1,27,16,-14.4,-21.1,0.0
2009,1,27,17,-13.3,-20.0,21.0
2009,1,27,18,-11.7,-19.4,15.0
2009,1,27,19,-11.1,-19.4,26.0
2009,1,27,20,-10.6,-18.9,0.0
2009,1,27,21,-11.1,-17.2,21.0
2009,1,27,22,-11.7,-15.6,26.0
2009,1,27,23,-11.7,-15.6,15.0
2009,1,28,0,-11.7,-15.6,21.0
2009,1,28,1,-11.7,-16.1,15.0
2009,1,28,2,-11.1,-16.1,0.0
2009,1,28,3,-10.6,-17.8,26.0
2009,1,28,4,-10.0,-17.2,31.0
2009,1,28,5,-10.0,-16.7,26.0
2009,1,28,6,,,
2009,1,28,7,-11.1,-15.0,41.0
2009,1,28,8,-12.2,-15.0,46.0
2009,1,28,9,-12.2,-15.0,41.0
2009,1,28,10,-12.2,-15.6,36.0
2009,1,28,11,-12.2,-15.0,26.0
2009,1,28,12,-12.2,-15.0,31.0
2009,1,28,13,-12.8,-15.0,41.0
2009,1,28,14,-12.8,-16.1,31.0
2009,1,28,15,-13.3,-16.7,31.0
2009,1,28,16,-13.3,-17.2,31.0
2009,1,28,17,-11.7,-16.7,36.0
2009,1,28,18,-10.6,-15.6,36.0
2009,1,28,19,-10.0,-15.6,46.0
2009,1,28,20,-8.9,-15.6,51.0
2009,1,28,21,-10.0,-16.1,57.0
2009,1,28,22,-10.0,-15.6,46.0
2009,1,28,23,-11.1,-16.7,36.0
2009,1,29,0,-11.7,-16.7,36.0
2009,1,29,1,-12.2,-16.7,41.0
2009,1,29,2,-12.8,-16.1,41.0
2009,1,29,3,-11.7,-15.6,41.0
2009,1,29,4,-11.7,-15.6,46.0
2009,1,29,5,-11.7,-15.0,41.0
2009,1,29,6,,,
2009,1,29,7,-8.9,-12.2,57.0
2009,1,29,8,-7.8,-11.1,62.0
2009,1,29,9,-7.2,-10.6,57.0
2009,1,29,10,-6.7,-10.0,67.0
2009,1,29,11,-6.1,-9.4,62.0
2009,1,29,12,-6.1,-8.3,46.0
2009,1,29,13,-5.0,-7.8,51.0
2009,1,29,14,-5.0,-7.2,51.0
2009,1,29,15,-3.9,-6.7,57.0
2009,1,29,16,-3.9,-6.1,46.0
2009,1,29,17,-3.3,-5.6,46.0
2009,1,29,18,-2.8,-5.0,57.0
2009,1,29,19,-2.8,-5.6,51.0
2009,1,29,20,-3.9,-7.2,57.0
2009,1,29,21,-3.9,-7.2,57.0
2009,1,29,22,-3.9,-7.8,67.0
2009,1,29,23,-4.4,-7.8,67.0
2009,1,30,0,-5.6,-8.9,67.0
2009,1,30,1,-6.7,-10.6,67.0
2009,1,30,2,-8.3,-14.4,62.0
2009,1,30,3,-9.4,-15.0,51.0
2009,1,30,4,-10.6,-15.6,51.0
2009,1,30,5,-11.7,-16.7,51.0
2009,1,30,6,,,
2009,1,30,7,-11.7,-16.1,41.0
2009,1,30,8,-11.7,-16.7,41.0
2009,1,30,9,-13.3,-17.8,41.0
2009,1,30,10,-13.3,-17.8,41.0
2009,1,30,11,-15.6,-18.9,36.0
2009,1,30,12,-16.7,-20.0,26.0
2009,1,30,13,-16.7,-20.6,41.0
2009,1,30,14,-16.1,-20.6,41.0
2009,1,30,15,-15.0,-20.0,51.0
2009,1,30,16,-13.9,-19.4,67.0
2009,1,30,17,-12.8,-18.9,72.0
2009,1,30,18,-12.8,-18.9,67.0
2009,1,30,19,-12.2,-18.3,46.0
2009,1,30,20,-12.2,-18.3,51.0
2009,1,30,21,-11.7,-18.9,36.0
2009,1,30,22,-12.2,-18.9,46.0
2009,1,30,23,-13.3,-19.4,41.0
2009,1,31,0,-16.1,-20.6,26.0
2009,1,31,1,-18.3,-22.2,36.0
2009,1,31,2,-17.8,-21.1,36.0
2009,1,31,3,-16.7,-20.6,46.0
2009,1,31,4,-16.7,-20.6,46.0
2009,1,31,5,-16.1,-20.6,41.0
2009,1,31,6,,,
2009,1,31,7,-16.1,-20.6,41.0
2009,1,31,8,-14.4,-18.9,57.0
2009,1,31,9,-12.0,-17.0,41.0
2009,1,31,10,-11.7,-16.7,36.0
2009,1,31,11,-10.6,-15.6,31.0
2009,1,31,12,-9.4,-13.9,46.0
2009,1,31,13,-8.3,-12.8,57.0
2009,1,31,14,-7.8,-11.7,67.0
2009,1,31,15,-6.7,-10.6,82.0
2009,1,31,16,-5.0,-9.4,67.0
2009,1,31,17,-2.8,-7.2,82.0
2009,1,31,18,0.6,-4.4,82.0
2009,1,31,19,1.7,-3.9,88.0
2009,1,31,20,2.2,-3.3,98.0
2009,1,31,21,2.2,-2.8,103.0
2009,1,31,22,2.8,-2.2,93.0
2009,1,31,23,2.8,-2.2,82.0
2009,2,1,0,2.8,-1.7,82.0
2009,2,1,1,2.8,-1.7,82.0
2009,2,1,2,3.3,-1.1,93.0
2009,2,1,3,2.8,-1.1,77.0
2009,2,1,4,2.8,-1.1,67.0
2009,2,1,5,2.2,-1.7,67.0
2009,2,1,6,,,
2009,2,1,7,1.7,-3.3,67.0
2009,2,1,8,1.7,-3.9,67.0
2009,2,1,9,0.0,-5.0,62.0
2009,2,1,10,-0.6,-5.6,57.0
2009,2,1,11,-1.7,-6.7,46.0
2009,2,1,12,-2.2,-6.7,41.0
2009,2,1,13,-2.8,-7.2,36.0
2009,2,1,14,-2.2,-7.2,41.0
2009,2,1,15,-1.7,-6.7,46.0
2009,2,1,16,-0.6,-6.7,46.0
2009,2,1,17,0.0,-7.2,62.0
2009,2,1,18,1.1,-7.8,62.0
2009,2,1,19,1.1,-7.8,57.0
2009,2,1,20,1.7,-7.8,57.0
2009,2,1,21,1.1,-6.7,67.0
2009,2,1,22,0.6,-7.2,57.0
2009,2,1,23,-1.1,-7.8,51.0
2009,2,2,0,-2.2,-7.8,51.0
2009,2,2,1,-2.8,-8.3,57.0
2009,2,2,2,-3.3,-8.3,57.0
2009,2,2,3,-4.4,-8.9,41.0
2009,2,2,4,-5.6,-9.4,46.0
2009,2,2,5,-5.6,-8.9,57.0
2009,2,2,6,,,
2009,2,2,7,-6.7,-9.4,51.0
2009,2,2,8,-7.2,-9.4,51.0
2009,2,2,9,-7.2,-9.4,51.0
2009,2,2,10,-7.2,-9.4,46.0
2009,2,2,11,-8.9,-11.1,36.0
2009,2,2,12,-9.4,-11.7,36.0
2009,2,2,13,-9.4,-11.1,41.0
2009,2,2,14,-8.3,-11.1,57.0
2009,2,2,15,-6.7,-10.0,57.0
2009,2,2,16,-5.6,-10.0,72.0
2009,2,2,17,-5.0,-11.7,72.0
2009,2,2,18,-4.4,-11.7,77.0
2009,2,2,19,-4.4,-11.7,88.0
2009,2,2,20,-4.4,-11.7,88.0
2009,2,2,21,-4.4,-11.1,98.0
2009,2,2,22,-5.6,-14.4,108.0
2009,2,2,23,-7.2,-16.7,67.0
2009,2,3,0,-9.4,-17.8,67.0
2009,2,3,1,-10.6,-17.8,51.0
2009,2,3,2,-11.7,-18.3,46.0
2009,2,3,3,-12.8,-18.9,51.0
2009,2,3,4,-13.9,-19.4,41.0
2009,2,3,5,-14.4,-20.0,31.0
2009,2,3,6,,,
2009,2,3,7,-16.1,-21.1,31.0
2009,2,3,8,-16.7,-21.1,36.0
2009,2,3,9,-17.8,-21.7,26.0
2009,2,3,10,-18.9,-22.2,36.0
2009,2,3,11,-18.9,-22.2,31.0
2009,2,3,12,-17.8,-20.6,31.0
2009,2,3,13,-17.8,-20.6,31.0
2009,2,3,14,-16.7,-19.4,31.0
2009,2,3,15,-12.2,-14.4,57.0
2009,2,3,16,-10.6,-13.9,57.0
2009,2,3,17,-7.8,-13.3,88.0
2009,2,3,18,-8.0,-13.0,82.0
2009,2,3,19,-7.8,-12.2,72.0
2009,2,3,20,-7.8,-12.8,77.0
2009,2,3,21,-8.9,-13.3,93.0
2009,2,3,22,-9.4,-14.4,67.0
2009,2,3,23,-10.0,-16.1,72.0
2009,2,4,0,-10.6,-16.7,62.0
2009,2,4,1,-11.1,-16.7,62.0
2009,2,4,2,-11.1,-17.2,51.0
2009,2,4,3,-11.7,-17.8,46.0
2009,2,4,4,-12.2,-17.8,36.0
2009,2,4,5,-13.3,-18.3,46.0
2009,2,4,6,,,
2009,2,4,7,-15.0,-20.0,57.0
2009,2,4,8,-16.1,-21.1,31.0
2009,2,4,9,-17.2,-21.7,36.0
2009,2,4,10,-18.3,-22.2,31.0
2009,2,4,11,-18.3,-22.8,31.0
2009,2,4,12,-18.9,-22.8,31.0
2009,2,4,13,-18.9,-22.8,46.0
2009,2,4,14,-18.3,-22.2,41.0
2009,2,4,15,-17.2,-21.7,41.0
2009,2,4,16,-15.6,-20.6,46.0
2009,2,4,17,-13.9,-19.4,51.0
2009,2,4,18,-12.2,-18.3,36.0
2009,2,4,19,-11.7,-17.8,57.0
2009,2,4,20,-10.6,-17.8,31.0
2009,2,4,21,-10.0,-18.3,36.0
2009,2,4,22,-10.6,-18.9,41.0
2009,2,4,23,-11.7,-18.9,26.0
2009,2,5,0,-14.4,-20.6,15.0
2009,2,5,1,-16.1,-21.1,26.0
2009,2,5,2,-17.2,-21.7,21.0
2009,2,5,3,-17.2,-21.7,15.0
2009,2,5,4,-19.4,-22.2,21.0
2009,2,5,5,-17.8,-21.7,0.0
2009,2,5,6,,,
2009,2,5,7,-18.3,-21.1,15.0
2009,2,5,8,-17.8,-21.1,21.0
2009,2,5,9,-18.9,-21.7,21.0
2009,2,5,10,-18.3,-21.1,21.0
2009,2,5,11,-17.2,-20.6,31.0
2009,2,5,12,-16.7,-20.0,36.0
2009,2,5,13,-16.7,-19.4,41.0
2009,2,5,14,-15.0,-18.3,51.0
2009,2,5,15,-11.7,-16.7,77.0
2009,2,5,16,-9.4,-15.0,77.0
2009,2,5,17,-6.7,-14.4,77.0
2009,2,5,18,-5.0,-13.9,62.0
2009,2,5,19,-3.9,-12.2,72.0
2009,2,5,20,-3.3,-11.7,67.0
2009,2,5,21,-2.8,-11.1,72.0
2009,2,5,22,-2.8,-10.6,62.0
2009,2,5,23,-3.3,-10.0,77.0
2009,2,6,0,-5.0,-10.0,51.0
2009,2,6,1,-5.6,-10.0,62.0
2009,2,6,2,-5.6,-10.0,21.0
2009,2,6,3,-6.7,-10.6,15.0
2009,2,6,4,-7.2,-10.0,15.0
2009,2,6,5,-7.8,-10.6,21.0
2009,2,6,6,,,
2009,2,6,7,-10.6,-11.7,0.0
2009,2,6,8,-12.2,-13.9,0.0
2009,2,6,9,-13.3,-14.4,0.0
2009,2,6,10,-12.2,-13.3,21.0
2009,2,6,11,-12.8,-15.0,0.0
2009,2,6,12,-13.3,-14.4,0.0
2009,2,6,13,-12.2,-14.4,0.0
2009,2,6,14,-11.7,-13.3,0.0
2009,2,6,15,-8.9,-10.0,21.0
2009,2,6,16,-6.1,-8.9,21.0
2009,2,6,17,-1.7,-7.2,21.0
2009,2,6,18,1.1,-5.0,36.0
2009,2,6,19,1.7,-4.4,31.0
2009,2,6,20,1.1,-3.3,36.0
2009,2,6,21,1.1,-2.8,41.0
2009,2,6,22,1.1,-3.3,46.0
2009,2,6,23,0.6,-2.8,51.0
2009,2,7,0,1.1,-1.7,51.0
2009,2,7,1,1.7,-1.1,41.0
2009,2,7,2,1.1,-1.1,31.0
2009,2,7,3,2.2,-0.6,31.0
2009,2,7,4,3.9,1.1,51.0
2009,2,7,5,5.0,2.2,67.0
2009,2,7,6,,,
2009,2,7,7,5.6,3.9,88.0
2009,2,7,8,6.1,3.9,77.0
2009,2,7,9,6.1,4.4,88.0
2009,2,7,10,6.7,4.4,108.0
2009,2,7,11,7.2,5.0,98.0
2009,2,7,12,6.7,5.0,103.0
2009,2,7,13,6.7,4.4,103.0
2009,2,7,14,6.7,5.0,88.0
2009,2,7,15,8.3,5.6,93.0
2009,2,7,16,8.9,6.1,108.0
2009,2,7,17,10.0,5.6,108.0
2009,2,7,18,10.0,5.6,108.0
2009,2,7,19,10.6,3.9,103.0
2009,2,7,20,11.1,3.3,77.0
2009,2,7,21,10.6,2.8,82.0
2009,2,7,22,10.0,2.2,82.0
2009,2,7,23,8.3,1.7,77.0
2009,2,8,0,6.1,1.1,67.0
2009,2,8,1,5.6,0.6,67.0
2009,2,8,2,4.4,0.0,57.0
2009,2,8,3,3.3,-0.6,62.0
2009,2,8,4,2.8,-1.1,62.0
2009,2,8,5,1.7,-1.1,31.0
2009,2,8,6,,,
2009,2,8,7,2.2,-2.2,51.0
2009,2,8,8,1.1,-2.8,36.0
2009,2,8,9,1.1,-2.8,46.0
2009,2,8,10,0.6,-2.8,41.0
2009,2,8,11,0.6,-2.8,26.0
2009,2,8,12,0.6,-3.3,36.0
2009,2,8,13,0.6,-3.9,26.0
2009,2,8,14,0.6,-3.9,26.0
2009,2,8,15,0.6,-3.9,31.0
2009,2,8,16,1.7,-3.9,21.0
2009,2,8,17,2.2,-3.9,15.0
2009,2,8,18,2.8,-3.3,15.0
2009,2,8,19,3.9,-2.8,31.0
2009,2,8,20,4.4,-2.2,46.0
2009,2,8,21,5.0,-1.7,41.0
2009,2,8,22,3.9,-1.7,26.0
2009,2,8,23,1.7,-2.2,31.0
2009,2,9,0,0.0,-2.8,36.0
2009,2,9,1,-0.6,-2.8,21.0
2009,2,9,2,-2.2,-3.3,26.0
2009,2,9,3,-1.7,-3.3,15.0
2009,2,9,4,-2.2,-3.9,26.0
2009,2,9,5,-3.0,-4.0,15.0
2009,2,9,6,,,
2009,2,9,7,-2.2,-2.8,31.0
2009,2,9,8,-2.2,-3.3,15.0
2009,2,9,9,-2.2,-2.8,15.0
2009,2,9,10,-2.2,-2.2,21.0
2009,2,9,11,-1.7,-2.2,21.0
2009,2,9,12,-1.1,-1.7,15.0
2009,2,9,13,-1.7,-2.2,21.0
2009,2,9,14,-0.6,-1.1,36.0
2009,2,9,15,0.0,-0.6,46.0
2009,2,9,16,0.6,0.0,46.0
2009,2,9,17,1.7,0.0,51.0
2009,2,9,18,1.7,0.0,46.0
2009,2,9,19,2.8,0.0,72.0
2009,2,9,20,5.0,1.1,62.0
2009,2,9,21,5.0,1.1,72.0
2009,2,9,22,5.0,1.7,72.0
2009,2,9,23,4.4,2.2,62.0
2009,2,10,0,5.6,2.8,77.0
2009,2,10,1,6.1,4.4,51.0
2009,2,10,2,6.7,5.0,77.0
2009,2,10,3,7.2,6.1,67.0
2009,2,10,4,6.7,6.1,62.0
2009,2,10,5,6.1,6.1,51.0
2009,2,10,6,,,
2009,2,10,7,11.1,8.3,82.0
2009,2,10,8,10.0,7.8,77.0
2009,2,10,9,10.0,7.8,72.0
2009,2,10,10,9.4,7.8,67.0
2009,2,10,11,9.4,7.2,72.0
2009,2,10,12,9.4,7.2,82.0
2009,2,10,13,9.4,7.2,82.0
2009,2,10,14,10.0,7.2,82.0
2009,2,10,15,11.7,6.7,108.0
2009,2,10,16,12.8,6.1,118.0
2009,2,10,17,13.3,5.6,108.0
2009,2,10,18,13.9,6.1,113.0
2009,2,10,19,14.4,5.6,88.0
2009,2,10,20,15.0,5.6,98.0
2009,2,10,21,14.4,5.0,103.0
2009,2,10,22,13.9,4.4,82.0
2009,2,10,23,12.8,5.0,57.0
2009,2,11,0,11.1,5.0,41.0
2009,2,11,1,9.4,5.0,41.0
2009,2,11,2,8.3,4.4,21.0
2009,2,11,3,9.4,5.0,46.0
2009,2,11,4,8.3,5.6,41.0
2009,2,11,5,7.8,5.6,41.0
2009,2,11,6,,,
2009,2,11,7,8.9,8.3,26.0
2009,2,11,8,7.8,7.2,21.0
2009,2,11,9,6.7,6.1,21.0
2009,2,11,10,5.6,5.0,0.0
2009,2,11,11,6.1,6.1,26.0
2009,2,11,12,5.6,5.6,15.0
2009,2,11,13,6.0,5.0,0.0
2009,2,11,14,5.0,5.0,31.0
2009,2,11,15,5.6,5.0,21.0
2009,2,11,16,6.0,5.0,57.0
2009,2,11,17,5.0,3.9,77.0
2009,2,11,18,5.0,3.9,46.0
2009,2,11,19,5.0,3.9,82.0
2009,2,11,20,5.0,3.9,62.0
2009,2,11,21,5.0,4.0,62.0
2009,2,11,22,4.4,2.8,103.0
2009,2,11,23,3.3,2.2,77.0
2009,2,12,0,2.8,0.6,72.0
2009,2,12,1,2.2,-0.6,108.0
2009,2,12,2,1.7,-1.1,98.0
2009,2,12,3,1.7,-1.1,72.0
2009,2,12,4,1.7,-1.1,82.0
2009,2,12,5,1.7,-0.6,88.0
2009,2,12,6,,,
2009,2,12,7,2.2,-0.6,88.0
2009,2,12,8,2.2,-1.1,98.0
2009,2,12,9,1.7,-2.2,93.0
2009,2,12,10,0.6,-3.3,62.0
2009,2,12,11,0.0,-3.3,88.0
2009,2,12,12,0.0,-3.9,82.0
2009,2,12,13,0.6,-3.3,67.0
2009,2,12,14,0.6,-3.3,82.0
2009,2,12,15,1.1,-3.3,98.0
2009,2,12,16,1.7,-3.3,77.0
2009,2,12,17,2.2,-2.8,88.0
2009,2,12,18,2.8,-2.8,88.0
2009,2,12,19,2.8,-2.2,67.0
2009,2,12,20,2.8,-2.2,88.0
2009,2,12,21,2.8,-2.2,77.0
2009,2,12,22,2.8,-2.2,62.0
2009,2,12,23,1.7,-3.3,46.0
2009,2,13,0,2.2,-3.3,46.0
2009,2,13,1,1.1,-5.0,31.0
2009,2,13,2,0.0,-5.0,31.0
2009,2,13,3,1.1,-6.1,62.0
2009,2,13,4,0.0,-7.2,41.0
2009,2,13,5,-1.7,-6.7,31.0
2009,2,13,6,,,
2009,2,13,7,-1.7,-7.2,51.0
2009,2,13,8,-2.2,-7.2,31.0
2009,2,13,9,-2.8,-7.2,31.0
2009,2,13,10,-3.3,-7.8,46.0
2009,2,13,11,-3.9,-7.8,26.0
2009,2,13,12,-5.0,-7.8,26.0
2009,2,13,13,-5.6,-7.8,21.0
2009,2,13,14,-2.8,-6.1,31.0
2009,2,13,15,-1.1,-6.1,31.0
2009,2,13,16,-0.6,-6.1,51.0
2009,2,13,17,0.6,-6.1,36.0
2009,2,13,18,0.6,-6.1,21.0
2009,2,13,19,0.6,-6.1,26.0
2009,2,13,20,0.6,-6.1,15.0
2009,2,13,21,0.0,-5.0,31.0
2009,2,13,22,-0.6,-5.0,36.0
2009,2,13,23,-0.6,-5.0,26.0
2009,2,14,0,-1.1,-5.0,36.0
2009,2,14,1,-1.1,-4.4,0.0
2009,2,14,2,-1.1,-4.4,0.0
2009,2,14,3,-1.0,-3.0,0.0
2009,2,14,4,-1.7,-2.8,0.0
2009,2,14,5,-1.7,-2.8,26.0
2009,2,14,6,,,
2009,2,14,7,-2.2,-3.3,21.0
2009,2,14,8,-2.2,-3.3,21.0
2009,2,14,9,-2.2,-3.3,31.0
2009,2,14,10,-2.2,-3.9,21.0
2009,2,14,11,-2.2,-3.9,26.0
2009,2,14,12,-2.2,-3.9,31.0
2009,2,14,13,-2.8,-4.4,26.0
2009,2,14,14,-2.2,-4.4,36.0
2009,2,14,15,-2.8,-5.0,41.0
2009,2,14,16,-2.8,-5.0,41.0
2009,2,14,17,-1.7,-5.0,46.0
2009,2,14,18,-1.1,-5.0,36.0
2009,2,14,19,-0.6,-5.0,41.0
2009,2,14,20,-0.6,-6.1,31.0
2009,2,14,21,0.0,-6.1,36.0
2009,2,14,22,0.0,-7.2,41.0
2009,2,14,23,-0.6,-8.3,41.0
2009,2,15,0,-2.2,-8.3,41.0
2009,2,15,1,-2.8,-8.9,15.0
2009,2,15,2,-5.0,-8.9,0.0
2009,2,15,3,-6.1,-9.4,15.0
2009,2,15,4,-5.6,-8.9,0.0
2009,2,15,5,-5.0,-10.0,31.0
2009,2,15,6,,,
2009,2,15,7,-6.7,-11.1,26.0
2009,2,15,8,-6.7,-11.1,36.0
2009,2,15,9,-7.2,-11.7,31.0
2009,2,15,10,-7.8,-11.7,26.0
2009,2,15,11,-8.3,-11.7,31.0
2009,2,15,12,-8.3,-11.7,36.0
2009,2,15,13,-8.3,-11.7,26.0
2009,2,15,14,-7.2,-10.0,51.0
2009,2,15,15,-6.1,-9.4,41.0
2009,2,15,16,-4.4,-8.3,31.0
2009,2,15,17,-3.9,-7.8,36.0
2009,2,15,18,-3.0,-8.0,41.0
2009,2,15,19,-2.0,-8.0,41.0
2009,2,15,20,-2.2,-8.3,36.0
2009,2,15,21,-1.7,-8.3,31.0
2009,2,15,22,-2.8,-7.2,36.0
2009,2,15,23,-3.3,-7.8,36.0
2009,2,16,0,-3.9,-7.8,31.0
2009,2,16,1,-3.9,-9.4,36.0
2009,2,16,2,-5.0,-10.0,46.0
2009,2,16,3,-5.0,-10.0,36.0
2009,2,16,4,-5.0,-10.0,26.0
2009,2,16,5,-6.1,-10.6,21.0
2009,2,16,6,,,
2009,2,16,7,-7.8,-11.1,21.0
2009,2,16,8,-8.9,-11.1,21.0
2009,2,16,9,-10.0,-11.7,15.0
2009,2,16,10,-8.9,-11.7,21.0
2009,2,16,11,-9.4,-11.7,15.0
2009,2,16,12,-10.6,-12.2,21.0
2009,2,16,13,-10.6,-12.2,15.0
2009,2,16,14,-7.8,-11.1,21.0
2009,2,16,15,-5.6,-10.0,26.0
2009,2,16,16,-3.9,-10.0,26.0
2009,2,16,17,-3.3,-10.6,0.0
2009,2,16,18,-2.2,-10.0,36.0
2009,2,16,19,-0.6,-10.6,46.0
2009,2,16,20,-0.6,-10.0,36.0
2009,2,16,21,-0.6,-11.7,36.0
2009,2,16,22,0.0,-10.6,36.0
2009,2,16,23,-1.7,-11.1,46.0
2009,2,17,0,-2.8,-9.4,26.0
2009,2,17,1,-3.3,-8.9,21.0
2009,2,17,2,-2.8,-8.3,36.0
2009,2,17,3,-2.2,-8.3,36.0
2009,2,17,4,-2.2,-7.8,46.0
2009,2,17,5,-2.2,-7.2,51.0
2009,2,17,6,,,
2009,2,17,7,-1.7,-6.7,46.0
2009,2,17,8,-1.7,-6.7,62.0
2009,2,17,9,-1.7,-6.1,46.0
2009,2,17,10,-2.2,-6.7,46.0
2009,2,17,11,-2.2,-6.7,46.0
2009,2,17,12,-2.8,-6.7,51.0
2009,2,17,13,-2.2,-6.7,62.0
2009,2,17,14,-1.1,-6.1,57.0
2009,2,17,15,0.0,-6.1,62.0
2009,2,17,16,1.1,-6.1,72.0
2009,2,17,17,2.8,-5.6,62.0
2009,2,17,18,3.3,-5.6,72.0
2009,2,17,19,4.4,-5.0,77.0
2009,2,17,20,6.1,-3.9,62.0
2009,2,17,21,6.1,-3.3,62.0
2009,2,17,22,5.6,-2.8,67.0
2009,2,17,23,3.9,-2.8,67.0
2009,2,18,0,2.8,-2.8,46.0
2009,2,18,1,2.2,-2.2,46.0
2009,2,18,2,2.2,-1.7,46.0
2009,2,18,3,2.2,-1.1,41.0
2009,2,18,4,1.7,0.6,36.0
2009,2,18,5,2.2,1.1,46.0
2009,2,18,6,,,
2009,2,18,7,2.2,1.1,36.0
2009,2,18,8,2.2,1.1,26.0
2009,2,18,9,2.2,1.7,31.0
2009,2,18,10,2.2,2.2,15.0
2009,2,18,11,2.2,1.7,0.0
2009,2,18,12,1.7,1.1,0.0
2009,2,18,13,1.1,1.1,15.0
2009,2,18,14,1.1,0.6,26.0
2009,2,18,15,1.7,0.6,36.0
2009,2,18,16,2.0,0.0,46.0
2009,2,18,17,2.2,-0.6,67.0
2009,2,18,18,1.7,-0.6,46.0
2009,2,18,19,1.7,-1.1,67.0
2009,2,18,20,1.1,-1.7,62.0
2009,2,18,21,0.6,-2.8,46.0
2009,2,18,22,0.0,-1.7,36.0
2009,2,18,23,0.0,-2.0,31.0
2009,2,19,0,-1.1,-2.8,51.0
2009,2,19,1,-3.3,-5.6,72.0
2009,2,19,2,-5.0,-7.8,72.0
2009,2,19,3,-6.1,-11.1,77.0
2009,2,19,4,-6.7,-12.2,93.0
2009,2,19,5,-8.3,-13.9,88.0
2009,2,19,6,,,
2009,2,19,7,-11.1,-16.7,72.0
2009,2,19,8,-11.7,-17.8,77.0
2009,2,19,9,-12.2,-17.2,72.0
2009,2,19,10,-12.2,-17.8,93.0
2009,2,19,11,-12.8,-17.8,88.0
2009,2,19,12,-12.8,-18.3,77.0
2009,2,19,13,-12.8,-17.8,67.0
2009,2,19,14,-12.2,-17.2,72.0
2009,2,19,15,-11.7,-17.2,88.0
2009,2,19,16,-11.1,-16.7,88.0
2009,2,19,17,-10.0,-16.1,72.0
2009,2,19,18,-8.9,-15.0,82.0
2009,2,19,19,-7.8,-13.9,77.0
2009,2,19,20,-6.7,-13.3,82.0
2009,2,19,21,-6.7,-13.9,77.0
2009,2,19,22,-6.1,-13.9,77.0
2009,2,19,23,-6.1,-15.0,72.0
2009,2,20,0,-7.2,-15.6,57.0
2009,2,20,1,-8.3,-15.6,41.0
2009,2,20,2,-8.3,-15.0,36.0
2009,2,20,3,-8.9,-15.0,36.0
2009,2,20,4,-8.3,-16.1,46.0
2009,2,20,5,-8.9,-16.7,51.0
2009,2,20,6,,,
2009,2,20,7,-10.6,-17.2,51.0
2009,2,20,8,-11.1,-17.2,41.0
2009,2,20,9,-11.1,-17.2,36.0
2009,2,20,10,-11.7,-17.2,21.0
2009,2,20,11,-12.2,-17.2,31.0
2009,2,20,12,-12.8,-17.2,31.0
2009,2,20,13,-12.8,-17.2,31.0
2009,2,20,14,-11.1,-16.1,41.0
2009,2,20,15,-8.9,-15.0,21.0
2009,2,20,16,-7.8,-14.4,41.0
2009,2,20,17,-6.7,-15.0,51.0
2009,2,20,18,-5.6,-14.4,51.0
2009,2,20,19,-5.0,-13.9,46.0
2009,2,20,20,-3.9,-13.3,51.0
2009,2,20,21,-3.3,-13.3,21.0
2009,2,20,22,-2.8,-13.9,36.0
2009,2,20,23,-3.3,-13.9,31.0
2009,2,21,0,-5.0,-13.9,21.0
2009,2,21,1,-5.6,-13.9,0.0
2009,2,21,2,-5.6,-13.9,21.0
2009,2,21,3,-5.6,-12.2,15.0
2009,2,21,4,-5.0,-12.2,26.0
2009,2,21,5,-5.0,-11.7,26.0
2009,2,21,6,,,
2009,2,21,7,-4.4,-10.0,21.0
2009,2,21,8,-3.3,-8.9,31.0
2009,2,21,9,-2.8,-7.2,41.0
2009,2,21,10,-3.3,-5.0,77.0
2009,2,21,11,-3.3,-4.4,72.0
2009,2,21,12,-2.8,-3.9,77.0
2009,2,21,13,-2.2,-3.3,77.0
2009,2,21,14,-2.2,-3.3,72.0
2009,2,21,15,-2.2,-2.8,36.0
2009,2,21,16,-1.7,-2.8,36.0
2009,2,21,17,-1.7,-4.4,82.0
2009,2,21,18,-2.2,-5.0,88.0
2009,2,21,19,-4.4,-6.1,108.0
2009,2,21,20,-3.3,-5.6,72.0
2009,2,21,21,-3.9,-6.1,51.0
2009,2,21,22,-4.0,-7.0,93.0
